appid,name,owners_numeric,price,price_log,price_squared,is_free,price_tier,game_age_days,game_age_years,game_age_log,release_year,release_month,release_quarter,release_day_of_week,is_holiday_release,is_weekend_release,required_age,is_mature,is_teen,achievements,has_achievements,achievements_log,achievements_tier,windows,mac,linux,platform_count,is_cross_platform,is_all_platforms,is_windows_only,english,num_categories,cat_single_player,cat_multi_player,cat_online_multi_player,cat_steam_achievements,cat_steam_trading_cards,cat_steam_cloud,cat_full_controller_support,cat_partial_controller_support,cat_steam_leaderboards,cat_co_op,cat_online_co_op,cat_shared_split_screen,cat_vr_support,cat_steam_workshop,cat_in_app_purchases,cat_includes_level_editor,cat_commentary_available,cat_local_multi_player,cat_cross_platform_multiplayer,cat_mmo,num_genres,genre_indie,genre_action,genre_casual,genre_adventure,genre_strategy,genre_simulation,genre_rpg,genre_early_access,genre_free_to_play,genre_sports,genre_racing,genre_massively_multiplayer,genre_violent,genre_gore,genre_nudity,genre_sexual_content,genre_utilities,genre_design_and_illustration,genre_animation_and_modeling,genre_education,genre_video_production,genre_software_training,genre_audio_production,genre_web_publishing,genre_game_development,genre_photo_editing,genre_accounting,num_tags,tag_action,tag_casual,tag_adventure,tag_strategy,tag_simulation,tag_rpg,tag_early_access,tag_free_to_play,tag_puzzle,tag_vr,tag_racing,tag_sports,tag_platformer,tag_point_and_click,tag_fps,tag_anime,tag_visual_novel,tag_horror,tag_hidden_object,tag_multiplayer,tag_gore,tag_massively_multiplayer,tag_open_world,tag_space,tag_shoot_em_up,tag_pixel_graphics,tag_survival,tag_rts,tag_female_protagonist,tag_classic,tag_arcade,tag_sci_fi,tag_turn_based,tag_tower_defense,tag_rpgmaker,tag_singleplayer,tag_difficult,tag_fantasy,tag_roguelike,tag_comedy,tag_sandbox,tag_story_rich,tag_atmospheric,tag_2d,tag_zombies,tag_co_op,tag_great_soundtrack,tag_physics,tag_management,tag_tactical,tag_building,tag_fighting,tag_retro,tag_war,tag_jrpg,tag_hack_and_slash,tag_stealth,tag_mystery,tag_medieval,tag_crafting,developer_game_count,is_prolific_developer,is_new_developer,dev_top_1,dev_top_2,dev_top_3,dev_top_4,dev_top_5,dev_top_6,dev_top_7,dev_top_8,dev_top_9,dev_top_10,dev_top_11,dev_top_12,dev_top_13,dev_top_14,dev_top_15,dev_top_16,dev_top_17,dev_top_18,dev_top_19,dev_top_20,publisher_game_count,is_major_publisher,is_self_published,market_saturation_month,market_saturation_quarter,market_saturation_log,indie_multiplatform,price_x_action,platforms_x_price,f2p_multiplayer,achievements_x_price,holiday_casual
385630,Cosmic Rocket Defender,35000.0,3.99,1.6074359097634274,15.920100000000001,0,1,654,1.7917808219178082,6.484635235635252,2015,7,3,4,1,1,0,0,0,0,0,0.0,0,1,1,1,3,1,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,254,764,5.541263545158426,1,3.99,11.97,0,0.0,0
385690,Wave Mechanics,10000.0,0.79,0.5822156198526637,0.6241000000000001,0,1,637,1.7452054794520548,6.45833828334479,2015,8,3,0,0,0,0,0,0,7,1,2.0794415416798357,2,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,252,764,5.53338948872752,0,0.0,0.79,0,0.79,0
385700,Battle For The Sun,10000.0,3.99,1.6074359097634274,15.920100000000001,0,1,649,1.7780821917808218,6.476972362889683,2015,7,3,2,1,0,0,0,0,0,0,0.0,0,1,1,1,3,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,254,764,5.541263545158426,1,3.99,11.97,0,0.0,0
385710,INK,350000.0,3.99,1.6074359097634274,15.920100000000001,0,1,635,1.7397260273972603,6.455198563340122,2015,8,3,2,0,0,0,0,0,16,1,2.833213344056216,3,1,1,1,3,1,1,0,1,6,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,252,764,5.53338948872752,1,3.99,11.97,0,3.99,0
385730,WWE 2K16,150000.0,34.99,3.5832411220909393,1224.3001000000002,0,4,417,1.1424657534246576,6.035481432524756,2016,3,1,3,0,0,16,0,1,55,1,4.02535169073515,4,1,0,0,1,0,0,1,1,5,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,1,0,321,762,5.7745515455444085,0,0.0,34.99,0,34.99,0
385760,NBA 2K17,750000.0,39.99,3.7133281345162463,1599.2001000000002,0,4,223,0.6109589041095891,5.4116460518550396,2016,9,3,1,0,0,0,0,0,49,1,3.912023005428146,3,1,0,0,1,0,0,1,1,6,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,1,0,432,1226,6.07073772800249,0,0.0,39.99,0,39.99,0
385770,Time Clickers,750000.0,0.0,0.0,0.0,1,0,648,1.7753424657534247,6.47543271670409,2015,7,3,3,1,0,0,0,0,99,1,4.605170185988092,4,1,1,1,3,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,254,764,5.541263545158426,1,0.0,0.0,0,0.0,1
385800,NEKOPARA Vol. 0,750000.0,1.99,1.095273387402595,3.9601,0,1,623,1.7068493150684931,6.436150368369428,2015,8,3,0,0,0,0,0,0,13,1,2.6390573296152584,3,1,0,0,1,0,0,1,1,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,1,0,252,764,5.53338948872752,0,0.0,1.99,0,1.99,0
385810,Retaliation: Enemy Mine,35000.0,3.99,1.6074359097634274,15.920100000000001,0,1,465,1.273972602739726,6.144185634125646,2016,1,1,4,0,1,0,0,0,0,0,0.0,0,1,1,0,2,1,0,0,1,7,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,206,762,5.332718793265369,0,0.0,7.98,0,0.0,0
385830,Burgers,150000.0,1.99,1.095273387402595,3.9601,0,1,606,1.6602739726027398,6.408528791059498,2015,9,3,3,0,0,0,0,0,5,1,1.791759469228055,2,1,0,0,1,0,0,1,1,5,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,258,764,5.556828061699537,0,1.99,1.99,0,1.99,0
385840,The Beard in the Mirror,10000.0,6.19,1.9726911717329554,38.316100000000006,0,2,188,0.5150684931506849,5.241747015059643,2016,10,4,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,473,1393,6.161207321695077,0,0.0,6.19,0,0.0,0
385850,Life in the Dorms,10000.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2018,8,3,2,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,692,2102,6.541029999189903,0,0.0,0.0,0,0.0,0
385860,Tachyon Project,10000.0,6.99,2.0781907597781832,48.8601,0,2,656,1.7972602739726027,6.48768401848461,2015,7,3,2,1,0,0,0,0,21,1,3.091042453358316,3,1,0,0,1,0,0,1,1,8,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1,254,764,5.541263545158426,0,6.99,6.99,0,6.99,0
385900,Arevan,10000.0,5.59,1.8855533485144158,31.248099999999997,0,2,647,1.7726027397260273,6.473890696352274,2015,7,3,4,1,1,0,0,0,0,0,0.0,0,1,0,0,1,0,0,1,1,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,1,0,254,764,5.541263545158426,0,0.0,5.59,0,0.0,1
385940,Battles of the Ancient World,10000.0,6.99,2.0781907597781832,48.8601,0,2,0,0.0,0.0,2017,9,3,4,0,1,0,0,0,0,0,0.0,0,1,1,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,1,1,688,1898,6.535241271013659,0,0.0,13.98,0,0.0,0
385950,Infection: Humanity's Last Gasp,10000.0,6.99,2.0781907597781832,48.8601,0,2,340,0.9315068493150684,5.831882477283517,2016,5,2,3,0,0,0,0,0,36,1,3.6109179126442243,3,1,1,0,2,1,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,1,0,289,980,5.66988092298052,0,0.0,13.98,0,6.99,0
385960,Russian Front,10000.0,10.99,2.4840729690394228,120.7801,0,3,648,1.7753424657534247,6.47543271670409,2015,7,3,3,1,0,0,0,0,30,1,3.4339872044851463,3,1,1,0,2,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,1,0,254,764,5.541263545158426,0,0.0,21.98,0,10.99,0
386050,Proto Raider,10000.0,9.29,2.331172549845958,86.30409999999999,0,2,612,1.6767123287671233,6.418364935936212,2015,8,3,4,0,1,0,0,0,0,0,0.0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,1,252,764,5.53338948872752,0,9.29,9.29,0,0.0,0
386070,Planetary Annihilation: TITANS,750000.0,30.99,3.4654233539614268,960.3800999999999,0,4,622,1.704109589041096,6.434546518787453,2015,8,3,1,0,0,0,0,0,19,1,2.995732273553991,3,1,1,1,3,1,1,0,1,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,252,764,5.53338948872752,0,0.0,92.97,0,30.99,0
386080,Pharaonic,35000.0,10.99,2.4840729690394228,120.7801,0,3,368,1.0082191780821919,5.910796644040527,2016,4,2,3,0,0,0,0,0,56,1,4.04305126783455,4,1,1,1,3,1,1,0,1,6,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,370,980,5.916202062607435,1,10.99,32.97,0,10.99,0
386090,Nandeyanen!? - The 1st Sûtra,10000.0,1.59,0.9516578757114464,2.5281000000000002,0,1,649,1.7780821917808218,6.476972362889683,2015,7,3,2,1,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,254,764,5.541263545158426,0,1.59,1.59,0,0.0,0
386100,Pylon: Rogue,10000.0,10.99,2.4840729690394228,120.7801,0,3,0,0.0,0.0,2017,9,3,3,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,688,1898,6.535241271013659,0,10.99,10.99,0,0.0,0
386140,After The End: The Harvest,35000.0,3.99,1.6074359097634274,15.920100000000001,0,1,0,0.0,0.0,2017,6,2,4,1,1,0,0,0,40,1,3.713572066704308,3,1,0,0,1,0,0,1,1,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,385,1207,5.955837369464831,0,3.99,3.99,0,3.99,0
386160,Vampire of the Sands,35000.0,3.99,1.6074359097634274,15.920100000000001,0,1,654,1.7917808219178082,6.484635235635252,2015,7,3,4,1,1,0,0,0,47,1,3.871201010907891,3,1,0,1,2,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,0,254,764,5.541263545158426,0,3.99,7.98,0,3.99,0
386180,Crossout,3500000.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2017,7,3,2,1,0,0,0,0,176,1,5.176149732573829,5,1,0,0,1,0,0,1,1,9,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,556,1898,6.322565239927284,0,0.0,0.0,1,0.0,0
386200,STLD Redux: Episode 02,10000.0,3.99,1.6074359097634274,15.920100000000001,0,1,0,0.0,0.0,2017,5,2,4,0,1,0,0,0,51,1,3.9512437185814275,4,1,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,425,1207,6.054439346269371,0,3.99,3.99,0,3.99,0
386260,Microcosmum: survival of cells,75000.0,5.79,1.9154509415706047,33.5241,0,2,647,1.7726027397260273,6.473890696352274,2015,7,3,4,1,1,0,0,0,12,1,2.5649493574615367,3,1,0,0,1,0,0,1,1,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,254,764,5.541263545158426,0,5.79,5.79,0,5.79,1
386280,Vendetta - Curse of Raven's Cry,10000.0,26.99,3.331847303527362,728.4600999999999,0,4,528,1.4465753424657535,6.270988431858299,2015,11,4,4,1,1,0,0,0,58,1,4.07753744390572,4,1,1,1,3,1,1,0,1,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,213,678,5.365976015021851,1,26.99,80.97,0,26.99,0
386290,Kumoon : Ballistic Physics Puzzle,10000.0,1.99,1.095273387402595,3.9601,0,1,538,1.473972602739726,6.289715570908998,2015,11,4,1,1,0,0,0,0,12,1,2.5649493574615367,3,1,1,0,2,1,0,0,1,5,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,213,678,5.365976015021851,1,1.99,3.98,0,1.99,1
386330,HoD: On open seas,10000.0,0.79,0.5822156198526637,0.6241000000000001,0,1,651,1.7835616438356163,6.480044561926653,2015,7,3,0,1,0,0,0,0,20,1,3.044522437723423,3,1,1,1,3,1,1,0,1,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,254,764,5.541263545158426,0,0.79,2.37,0,0.79,0
